41	296
43	288
88	197
95	58
95	265
96	267
100	56
100	188
100	238
101	183
104	263
104	323
106	5
106	68
107	285
108	188
109	266
109	266
110	172
110	206
110	216
111	353
112	184
112	255
112	271
113	269
114	294
116	144
117	1
117	275
117	287
117	287
117	288
117	288
118	51
118	281
119	276
120	59
121	274
121	274
121	289
122	275
122	275
123	267
123	272
123	293
123	293
123	294
123	294
124	42
124	276
124	278
124	282
124	304
125	245
125	297
125	297
125	298
125	298
125	300
125	300
126	53
126	276
126	276
126	277
126	277
126	291
126	291
126	292
126	292
126	294
126	300
126	300
127	267
127	287
127	287
127	287
127	288
127	288
127	288
127	296
127	296
128	286
128	286
128	289
128	289
128	293
128	293
128	293
128	297
128	297
129	53
129	269
129	273
129	278
129	294
129	294
129	294
129	294
129	294
129	294
129	295
129	295
129	295
129	295
129	299
129	305
129	305
130	46
130	76
130	283
130	288
130	288
130	290
130	290
130	290
130	293
130	293
130	293
130	295
130	295
130	295
130	295
130	295
130	295
130	296
130	296
130	296
130	296
130	296
130	301
130	306
130	306
131	194
131	290
131	290
131	290
131	292
131	292
131	292
131	295
131	295
131	295
131	295
131	295
132	269
132	284
132	288
132	293
132	293
132	293
132	293
132	293
132	296
132	296
132	296
132	296
132	305
133	230
133	260
133	262
133	274
133	276
133	276
133	276
133	278
133	292
133	292
133	292
133	292
133	292
133	293
133	293
133	293
133	293
133	293
133	294
133	294
133	294
133	294
133	296
133	296
133	296
133	298
133	298
133	324
133	324
134	254
134	271
134	276
134	276
134	276
134	291
134	291
134	291
134	292
134	292
134	292
134	292
134	295
134	295
134	295
134	295
134	295
134	298
134	298
134	298
134	321
134	325
134	325
135	58
135	286
135	296
135	296
135	296
135	296
135	296
135	296
135	297
135	297
135	297
135	297
135	297
135	314
135	318
136	186
136	273
136	279
136	279
136	282
136	282
136	282
136	283
136	283
136	283
136	283
136	284
136	284
136	284
136	284
136	292
136	292
136	295
136	295
136	295
136	295
136	297
136	297
136	297
136	297
136	297
136	297
136	305
137	264
137	283
137	283
137	283
137	283
137	283
137	283
137	285
137	285
137	285
137	286
137	286
137	286
137	286
137	288
137	288
137	288
137	288
137	288
137	293
137	293
137	293
137	293
137	293
137	294
137	294
137	294
137	297
137	297
137	297
137	297
137	297
137	298
137	298
137	298
137	298
137	301
137	301
137	301
137	336
138	249
138	269
138	269
138	276
138	282
138	282
138	282
138	282
138	287
138	287
138	287
138	287
138	287
138	288
138	288
138	288
138	288
138	288
138	289
138	289
138	289
138	291
138	291
138	291
138	291
138	292
138	292
138	292
138	292
138	292
138	296
138	296
138	296
138	296
138	298
138	298
138	298
138	300
138	300
138	300
139	11
139	53
139	281
139	281
139	281
139	281
139	291
139	291
139	291
139	291
139	291
139	291
139	296
139	296
139	296
139	296
139	296
140	279
140	282
140	282
140	282
140	285
140	285
140	285
140	285
140	292
140	292
140	292
140	292
140	294
140	294
140	294
140	296
140	296
140	296
140	296
140	296
140	298
140	298
140	300
140	300
140	300
141	56
141	62
141	62
141	238
141	274
141	274
141	277
141	282
141	282
141	282
141	282
141	282
141	284
141	284
141	284
141	284
141	284
141	284
141	285
141	285
141	285
141	285
141	285
141	286
141	286
141	286
141	286
141	292
141	292
141	292
141	292
141	292
141	296
141	296
141	296
141	296
141	298
141	298
141	300
141	300
141	300
141	301
141	301
141	301
141	306
141	308
141	327
142	60
142	60
142	61
142	61
142	61
142	260
142	275
142	275
142	275
142	279
142	279
142	280
142	280
142	282
142	282
142	282
142	282
142	283
142	283
142	283
142	283
142	283
142	285
142	285
142	285
142	285
142	290
142	290
142	290
142	290
142	291
142	291
142	291
142	291
142	291
142	293
142	293
142	293
142	293
142	293
142	293
142	293
142	296
142	296
142	296
142	296
142	334
143	273
143	273
143	275
143	275
143	275
143	289
143	289
143	289
143	289
143	289
143	292
143	292
143	292
143	292
143	292
143	292
143	292
143	292
143	293
143	293
143	293
143	293
143	293
143	293
143	295
143	295
143	295
143	295
143	295
143	309
144	50
144	274
144	274
144	274
144	284
144	284
144	285
144	285
144	285
144	285
144	285
144	286
144	286
144	286
144	286
144	286
144	288
144	288
144	288
144	288
144	288
144	290
144	290
144	290
144	290
144	290
144	290
144	291
144	291
144	291
144	291
144	291
144	291
144	295
144	295
144	295
144	295
144	295
144	295
144	295
144	295
144	296
144	296
144	296
144	296
144	296
144	296
144	296
144	296
144	297
144	297
144	297
144	297
144	297
144	297
144	297
144	297
144	298
144	298
144	298
144	298
144	298
144	298
144	301
144	301
144	302
144	302
145	54
145	54
145	269
145	286
145	286
145	286
145	286
145	286
145	286
145	286
145	287
145	287
145	287
145	287
145	287
145	287
145	287
145	288
145	288
145	288
145	288
145	290
145	290
145	290
145	290
145	290
145	291
145	291
145	291
145	291
145	291
145	291
145	293
145	293
145	293
145	293
145	293
145	293
145	294
145	294
145	294
145	294
145	294
145	294
145	294
145	294
145	295
145	295
145	295
145	295
145	295
145	295
145	295
145	295
145	296
145	296
145	296
145	296
145	296
145	296
145	296
145	296
145	296
145	296
145	297
145	297
145	297
145	297
145	297
145	297
145	297
145	297
145	297
145	297
145	297
145	298
